Locality,Latitude,Longitude,Signal Strength (dBm),Latency (ms),Network Type
Rajendra Nagar,25.667378120406475,85.24226570945561,-103.74945624471128,46.98305516477257,5G
Anisabad,25.593511084746776,84.98565225456922,-95.0003547003757,66.20772014810865,4G
Ashok Rajpath,25.56980160828538,84.966917342538,-92.5903460671776,72.84298795102733,4G
Anisabad,25.657288271239945,85.25666037232949,-84.01219202377555,166.4182319435637,3G
Anandpuri,25.46374846472535,85.25444500548352,-90.30656823534504,159.3859773066187,LTE
Phulwari Sharif,25.502320737897904,85.13083783878824,-84.88089725324276,197.4268627142832,3G
Patliputra Colony,25.67527824248232,85.23944435859774,-92.89800324672731,96.73239933332508,4G
Bankipore,25.647828657953745,84.97620437814498,-89.19226272151046,188.21289169846895,LTE
Kidwaipuri,25.617762083562017,85.25077433628611,-82.53193290010793,145.6394764746844,3G
Rajendra Nagar,25.562063087461485,85.17404879806048,-92.39040698822276,15.647578162514607,5G
Kidwaipuri,25.509880167636616,85.08214292649879,-83.31046363096111,181.5621030775491,3G
Danapur,25.737045188707693,85.18119172485005,-95.6876065401251,120.15991090061874,LTE
Pataliputra,25.58586116674196,85.26020510501782,-98.30932292238708,12.789210024878148,5G
Phulwari Sharif,25.574942014618088,85.29589083043788,-84.14986500265876,197.35693471265043,3G
Gandhi Maidan,25.763794954923465,85.16611791550578,-96.73473701842197,89.8015385888689,4G
Kidwaipuri,25.707518731928666,85.20640214062072,-91.95082149179498,153.7275673668038,LTE
Phulwari Sharif,25.53202935035619,85.22032715553374,-86.24163913305262,183.61861179181847,3G
Boring Canal Road,25.54063186246321,85.12324065408053,-86.23955434046655,188.36110712310284,LTE
Exhibition Road,25.47428182015275,85.05417272657367,-83.45519617732212,157.81978306571762,3G
Patliputra Colony,25.660527917611574,85.16591493924733,-83.68916838761434,51.88473352674205,4G
Gardanibagh,25.57253067141578,85.16050383016314,-102.17000422607668,45.44466710606671,5G
Anisabad,25.572630795621304,85.15521383535119,-95.41278555831894,30.387083986112657,5G
Bankipore,25.72247259345378,85.21969103205858,-79.9139095174602,145.2160752209157,3G
Patliputra Colony,25.728935117522525,85.19806738816746,-91.55848601679052,158.8110325065274,LTE
Exhibition Road,25.745062958636783,85.108029598151,-93.40367773718764,198.623241704482,LTE
S.K. Puri,25.45065855712999,85.21914215501674,-99.69447953287562,23.293307865222296,5G
Kumhrar,25.561797268854683,84.99701492560072,-83.82569112456967,65.52513762747417,4G
Boring Canal Road,25.67633247284081,85.26474277281353,-87.29415239902923,90.14627884500696,4G
Boring Road,25.421470228966783,85.13175769342683,-89.87700993490242,134.37946187582972,LTE
Danapur,25.491115410123424,84.99620241041008,-88.65894480361558,192.23473305407583,3G
S.K. Puri,25.70509755951249,85.253251703719,-100.91798037366374,18.34907789344697,5G
Gandhi Maidan,25.58955166624457,85.11643621925727,-79.57163072805926,192.293880340174,3G
Anisabad,25.49370329268865,85.03892203221648,-89.83597600542438,112.27104439301812,3G
Gandhi Maidan,25.560992226065004,85.2993849364115,-87.90975345286874,161.58050884014264,LTE
Bankipore,25.61615182857215,85.26565920602773,-96.64820470077686,26.273109089094277,5G
Ashok Rajpath,25.57952294264427,85.07085593402435,-90.0824293937692,59.35792756882128,4G
Boring Canal Road,25.675418970075597,85.19272831275553,-96.26710359534316,34.53634806140066,5G
Danapur,25.501014654047072,85.12211740010893,-92.03211649310845,76.15006595736486,4G
Gandhi Maidan,25.59673257590718,85.11730005418413,-92.74886956202982,169.0722894228969,3G
Kankarbagh,25.42399518948888,85.18606397517156,-84.6684741501406,94.8886447140784,4G
Pataliputra,25.496738987943814,85.28331454687388,-90.02786024780752,56.05404637338837,4G
Boring Canal Road,25.597776408340287,85.07248740167398,-93.26659333428336,65.12187672004181,4G
Fraser Road,25.42294994039646,85.08987507845274,-94.20920801476122,105.96070431483145,LTE
Kidwaipuri,25.48179242920773,85.05240617222157,-87.0595765130649,182.4368934807657,LTE
Bankipore,25.5957068516299,85.11001336439156,-96.5478153349206,98.75557564918104,4G
Gardanibagh,25.720447307958604,85.13338312303506,-94.17058461715878,32.95543469503569,5G
Exhibition Road,25.71131136135601,85.13798830326408,-89.89693016774166,171.3318311243649,3G
Ashok Rajpath,25.73437757073647,85.10521435169858,-97.0185288805948,23.336101288056533,5G
Rajendra Nagar,25.67092942554619,84.98591305432028,-97.0316414087966,98.48476841492838,4G
Pataliputra,25.694419276879994,85.14837709707848,-97.813854558153,34.230822983044405,5G
S.K. Puri,25.742094521276,85.22164510238636,-97.40199759172808,20.53263457799712,5G
Boring Road,25.55639190550109,85.08038116078912,-89.58446012931851,131.7572438590012,LTE
Anisabad,25.715671514501015,85.04571156918739,-85.58649310394243,154.98701535091047,3G
Bailey Road,25.507136551634748,85.2788887107833,-84.13307088378608,145.65929473625653,3G
Ashok Rajpath,25.634201637508195,85.17194756980464,-88.50573752584627,149.33392597161975,LTE
Boring Road,25.546573413428053,85.22814858567158,-90.25533395490518,50.99377979308892,4G
Kidwaipuri,25.46054148042849,85.14625798433023,-86.8235923260245,167.6012912319935,LTE
Anandpuri,25.61977261390856,85.05577227020467,-88.24948090709509,125.1499765228782,3G
Fraser Road,25.62071224081062,85.00275658726451,-96.15429352074716,26.366888679118144,5G
Patliputra Colony,25.718837710283022,85.15960675565516,-89.09012401618878,112.01793291957944,3G
Bailey Road,25.556081255243377,85.20307553891097,-91.67227400789204,166.82556300763508,LTE
Kidwaipuri,25.71180749149148,85.08733156117611,-88.20495083628457,41.63595020759749,5G
Bailey Road,25.511192724402346,85.17196895941298,-84.79032636697681,113.8997142061969,LTE
Phulwari Sharif,25.44067031085201,85.09798988091467,-87.91164733839179,74.714220214759,4G
S.K. Puri,25.682788071804826,84.99681852274233,-89.98349249868875,187.32517294055685,LTE
S.K. Puri,25.488369405143004,85.09840745807506,-85.26724712416318,155.48484142092903,3G
Boring Road,25.70487713848591,85.14266576392149,-90.05184353715562,148.60737403659027,LTE
Kumhrar,25.42321744060277,85.08295054824116,-86.77732218261531,62.54015735027894,4G
Boring Road,25.7052392915527,85.0502785102048,-90.74890669943296,75.97989073718492,4G
Gandhi Maidan,25.457467167285497,85.13920572881851,-92.32514663818117,47.100142051863024,5G
Boring Canal Road,25.56109906334128,85.11924986406751,-85.70583397404549,78.86718458993111,4G
S.K. Puri,25.545700915790487,85.03979126257025,-96.95072082172864,38.77846403227335,5G
Boring Canal Road,25.55090956105145,84.96967789651346,-91.32380513603634,112.3828091354302,LTE
Anandpuri,25.649897817572896,85.15477650458077,-87.80852933917443,157.00013284018337,LTE
Fraser Road,25.724442339493446,85.20343014485461,-96.36355596402396,43.782066981100186,5G
Gardanibagh,25.541525003014527,85.00076217860205,-86.66273372413232,80.69769556436808,4G
Bankipore,25.43128962455588,85.17750873252136,-83.72435246085003,119.87839457747648,LTE
Boring Road,25.73366296432065,85.13535809809277,-87.19724369397183,120.07370273217958,LTE
Ashok Rajpath,25.42289796837368,85.0935879998598,-86.45869355866532,117.2774036178455,3G
Gardanibagh,25.55003995787519,85.0405714367869,-88.20584420623634,81.491786597431,4G
Pataliputra,25.607548192333613,85.31530547206549,-95.18673255946572,25.28230417843175,5G
Rajendra Nagar,25.45483404882935,85.18455927826376,-80.48323917712631,125.48731617980498,3G
Gardanibagh,25.69201073578836,85.05895242261343,-86.31443720332088,62.12846682651603,4G
Anisabad,25.689041217891816,85.12876718013075,-91.13986919441771,85.55478126855078,4G
Bailey Road,25.60965749701004,85.24213756332301,-87.5145769987759,197.95467800930467,LTE
Patliputra Colony,25.45784143101313,85.19136811668551,-85.14376155187189,166.98964286589214,3G
S.K. Puri,25.467184544259936,85.19270969868386,-90.5945870733968,69.70737152305705,4G
Gardanibagh,25.721772312597466,85.04383929414598,-97.39196613670826,17.9063655742442,5G
S.K. Puri,25.750949878362963,85.2041065358699,-83.95585245181294,132.19659103731442,3G
Ashok Rajpath,25.706545272179035,85.09269341860924,-84.76651485453098,187.7851473345014,3G
Pataliputra,25.603021502293835,85.13935884786761,-101.28329209569112,31.32644250347636,5G
Boring Road,25.52669010176437,85.04688413063543,-86.7876975107797,94.84894050306872,4G
Boring Canal Road,25.52502235397529,85.08503495087231,-86.74726122321367,177.18705968292596,LTE
Kidwaipuri,25.63033046155487,84.9982114022716,-89.07293547482315,60.99746925490848,4G
Anisabad,25.429710608029957,85.13432215513137,-86.87701128719281,191.7007908190434,3G
Kidwaipuri,25.56246214516831,85.22974895101243,-90.50939900422148,123.98563622877006,LTE
Exhibition Road,25.675493040405478,84.99388061821578,-87.28263230018187,111.76518358214403,LTE
Ashok Rajpath,25.542926974124253,84.97637806328179,-84.50850538531478,187.01971404352025,3G
Anisabad,25.56122304719499,85.16239799438499,-92.3045399644214,53.29789780263056,4G
Kumhrar,25.42768685116843,85.16611543438754,-93.5960502215372,98.73800406680976,4G
Anisabad,25.62475751324457,85.30042241639175,-92.85550650989197,55.78273111930767,4G
S.K. Puri,25.655685923857952,85.02223606552383,-95.71700074827017,13.511400738172592,5G
Phulwari Sharif,25.70532904837014,85.0554307511954,-83.35091772446299,104.13947000304952,LTE
Danapur,25.53734665843463,85.28582205816491,-92.60934120296086,182.33944878820856,LTE
Rajendra Nagar,25.639759230039655,85.28290855345263,-101.860814866299,21.9849739145014,5G
Danapur,25.49153981146328,85.14502930689856,-97.97349549663352,18.46758557404324,5G
Phulwari Sharif,25.457553046494205,85.16473695367534,-90.02406030112353,28.102369319144373,5G
Rajendra Nagar,25.54149132152304,84.96878534027263,-94.92653880273622,38.779639131697785,5G
Pataliputra,25.65887377903797,85.08617722237186,-80.21573874792188,166.79319091759234,3G
Anandpuri,25.64777114544492,85.09552030911141,-82.60219047304548,138.01757019356472,LTE
Pataliputra,25.54976567129446,85.29998585446523,-93.0614834043927,175.95766813408426,LTE
Fraser Road,25.42997596705669,85.1642060609944,-86.35110658710185,152.31691418276233,3G
Pataliputra,25.720206516938564,85.03903292650334,-83.1726714023451,148.4170384170443,3G
Danapur,25.56086992525839,85.29111615245664,-94.90050533288964,46.56099763314372,5G
Gandhi Maidan,25.5073407891921,85.11620476643529,-83.34443536594625,50.14466592483686,4G
Bankipore,25.44672512799776,85.19115493748586,-98.84939302541572,31.94477977923809,5G
Gandhi Maidan,25.65643650280133,85.0567354819776,-95.52187419015208,90.47928931948702,4G
Boring Road,25.668401485493263,85.15984858842005,-77.72310344783097,134.77017625389857,3G
Rajendra Nagar,25.486830777934085,85.20998702741421,-89.65917192577135,113.88085084162212,LTE
Gandhi Maidan,25.522317787363036,85.18831673553771,-93.04683335498486,74.0714941660121,4G
Bailey Road,25.582454407980592,85.2515211833514,-87.9399956172944,25.17195809786663,5G
Gandhi Maidan,25.470316637375348,85.19282495966746,-86.34013169017351,187.52428334235435,LTE
Anandpuri,25.524527964377217,85.08937681699176,-92.08914585650656,91.58686405144066,4G
Kankarbagh,25.60713543249928,85.30928298381991,-102.7502619292229,34.93799581222628,5G
Exhibition Road,25.71407240896764,85.13646548921164,-82.60746907936563,151.60175434176298,3G
Fraser Road,25.606754276599855,85.14540390964758,-104.42681386180308,37.742554918884885,5G
Gardanibagh,25.531267383395736,85.16677299311405,-92.7842738307772,129.603001981795,LTE
Boring Road,25.693636558292894,85.25124507192079,-89.84123999005728,114.52888927709031,LTE
Patliputra Colony,25.445121213934453,85.22369432565095,-92.75744671670331,66.76828525039525,4G
Kankarbagh,25.68475961798795,85.03551551072235,-86.50732227722614,72.17279181909521,4G
Anisabad,25.557057766328143,85.1531845075697,-89.78484337361209,111.64101846837455,3G
Kumhrar,25.574624344349758,85.12673053882318,-82.03528949973187,31.639258983568865,5G
Ashok Rajpath,25.48739456803237,85.19551994183288,-90.57221564679094,94.6164173677999,4G
Boring Road,25.721828734027824,85.14906686153921,-95.96169908714867,33.2271629169143,5G
Kidwaipuri,25.5245684276334,85.04042286921613,-88.11115808874143,152.05035383383898,LTE
Anandpuri,25.616933252358837,85.02217487807543,-92.2177096254608,136.00847783506657,LTE
Bankipore,25.665702439899867,85.16624502828815,-85.88986503808346,190.06098243997135,LTE
Patliputra Colony,25.68750808875416,85.05504454352003,-86.74308923228368,141.34865527904017,3G
Anandpuri,25.58007842868576,84.97668828126342,-98.48591638579302,24.3584206240649,5G
Kankarbagh,25.61049463096992,85.01497233595872,-92.36523344213306,24.94438726071849,5G
Anisabad,25.48943501289839,85.01258286821091,-91.67253748643076,20.28026538795901,5G
S.K. Puri,25.70885297704061,85.16164643523958,-85.52809814972639,148.61418640764103,3G
Kankarbagh,25.554839673848413,85.02011402034645,-92.77740626466922,144.46517718405826,LTE
Patliputra Colony,25.662198347175664,85.1181194965126,-102.1847329998532,87.1513630557284,4G
Danapur,25.57018316992652,85.13474806017283,-85.88853109701334,167.61597054636508,LTE
Gardanibagh,25.549896004175448,85.30894408100556,-94.59351918339529,66.85531269970271,4G
S.K. Puri,25.470002297809305,85.1937555359666,-83.85405257499214,127.47791934788938,3G
S.K. Puri,25.73982962237819,85.11524214817959,-88.81023652803141,43.79333656903162,5G
Danapur,25.72472588071363,85.12012041740796,-99.22990054730928,114.7901868672973,LTE
Boring Canal Road,25.528019043122946,85.26619609016088,-83.45186275895777,147.66672290693862,3G
Anisabad,25.6292684612588,84.96936695498833,-91.25967524521076,179.35152555313925,LTE
Kumhrar,25.610793441663123,84.96139605246024,-92.71206765132042,45.305405485871546,5G
Gandhi Maidan,25.6923768284836,85.23002802571052,-90.81033697787562,164.98863177912227,LTE
Bailey Road,25.688923240829677,85.13418807299053,-89.84554904872115,13.810752193523967,5G
Anandpuri,25.47450690921877,85.21482983333063,-87.7225302862274,83.75344356722086,4G
Gardanibagh,25.60814336241592,85.12268800875141,-93.94375696171838,48.60711133225996,5G
Boring Canal Road,25.744391024596855,85.11261466907474,-99.09445357419504,43.6062261691506,5G
Phulwari Sharif,25.588246962094686,85.29371877714114,-92.25799512416678,81.05600989042662,4G
Bankipore,25.729787986011047,85.02829633860858,-95.87574093531607,70.79948039876209,4G
Kidwaipuri,25.50368837291789,85.28412665785092,-86.37859741267945,181.53505241030695,LTE
Gardanibagh,25.63368441799641,85.0636978052968,-81.94164680036772,104.39276585973188,3G
Gardanibagh,25.4807133185772,85.02774370334613,-87.483658363944,86.06832818506493,4G
Patliputra Colony,25.695666375620323,85.25758295510616,-92.84091961971872,48.57450682632369,5G
Kidwaipuri,25.64136923795478,85.00301030142683,-79.12371888111922,141.02981068313073,3G
Gardanibagh,25.6212877823472,85.28404422490951,-95.5411045214506,68.0903749129964,4G
Ashok Rajpath,25.51971079117373,84.98371899716285,-93.59514887783772,88.3062058482931,4G
Boring Canal Road,25.59041124513491,85.20927831673872,-84.60256084285672,57.60985712819401,4G
Danapur,25.460188191145733,85.12528463430284,-87.72201088926818,54.21084654024506,4G
Boring Canal Road,25.445434694304097,85.21788278741745,-90.79930744121027,157.87465567818725,LTE
Boring Canal Road,25.51074088439566,85.29495731679357,-84.37977914043496,28.02429944888386,5G
Patliputra Colony,25.476628969119695,85.16604690686182,-92.06090692772108,118.59723325367516,LTE
Boring Road,25.73448031000167,85.11489397293712,-93.52286120919858,118.50174759643056,LTE
Patliputra Colony,25.703787050708776,85.26951938951281,-82.20953456157284,53.36637267229095,4G
Fraser Road,25.62920013050304,85.00126718824177,-92.81493571627018,46.20527651510601,5G
S.K. Puri,25.735565494630865,85.13849710894846,-94.67145593916678,60.401953194385456,4G
Exhibition Road,25.53722964338474,85.12405649154663,-86.24715259188454,85.38035192912537,4G
Phulwari Sharif,25.709306191388556,85.01015322675242,-84.17008291810171,178.0829845208774,LTE
Kumhrar,25.672688585486707,85.17309772922741,-90.21857399133806,160.6393194786635,3G
Kumhrar,25.596843635929968,85.14169765213488,-82.31320436523669,143.9914825814671,3G
Kidwaipuri,25.65512480476685,85.14676073066578,-92.53707639798976,167.71173598631697,LTE
Kidwaipuri,25.647673167150167,85.24223511910472,-92.39260050344376,151.972129970327,LTE
Ashok Rajpath,25.768959166936934,85.16023871373102,-93.26026814731864,171.82168284908232,LTE
Anandpuri,25.590201054661502,85.10082119097369,-87.9203696167877,141.9661298718025,3G
S.K. Puri,25.64020813550484,84.98943023716973,-88.8879718112276,169.75635759155415,3G
Danapur,25.67622436501147,85.12201617847523,-88.52145411792938,165.25707819374634,3G
Fraser Road,25.653166997926096,85.04341276946178,-90.92593994400085,155.3290639623,LTE
Kumhrar,25.654697347448145,85.13494937878936,-87.87788286066787,81.42219350664699,4G
Phulwari Sharif,25.49132157861092,85.02176691401078,-98.13323303911386,27.295695253600805,5G
Patliputra Colony,25.63426529413447,85.18365505066721,-97.46978545528782,98.21163144632678,4G
